aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:269:quarter:2020-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,538.21,233,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2020-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,528.26,288,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2020-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,539.11,324,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2021-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,461.63,452,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2021-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,507.94,260,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2021-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,493.36,307,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2021-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,432.74,499,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2022-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,469.71,430,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2022-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,491.63,306,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2022-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,493.36,302,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2022-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,518.13,391,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2023-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,527.21,448,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2023-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,519.23,305,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2023-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,529.92,297,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2023-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,529.92,377,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2024-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,550.59,450,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2024-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,539.62,305,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2024-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,541.88,325,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2024-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,569.88,422,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2025-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,580.18,434,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2025-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,571.43,307,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2025-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,564.44,305,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2025-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,585.11,409,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2026-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,621.02,450,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2026-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,578.4,283,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2026-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,595.25,186,moderate,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2019-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,599.72,1682,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2019-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,603.85,1145,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2019-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,587.14,1047,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2019-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,599.09,974,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2020-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,558.64,1608,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2020-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,552.78,985,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2020-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,528.36,1044,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2020-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,525.84,1038,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2021-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,507.89,1580,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2021-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,505.19,1032,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2021-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,510.16,1076,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2021-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,500.0,1105,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2022-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,499.04,1559,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2022-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,500.0,1080,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2022-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,516.26,1164,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2022-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,516.62,1151,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2023-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,533.96,1892,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2023-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,542.08,1400,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2023-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,531.04,1249,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2023-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,585.85,1585,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2024-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,551.79,1850,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2024-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,556.29,1200,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2024-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,565.14,1197,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2024-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,575.07,1127,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2025-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,594.61,1917,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2025-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,575.62,1149,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2025-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,579.87,1129,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2025-10-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,586.38,1089,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2026-01-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,616.86,1769,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2026-04-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,601.27,1081,higher,[],2026-09-08,dlx-aggregates-2
community:271:quarter:2026-07-01:median_rent_per_sqft:all:all,community,271,Al Karama,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,595.84,791,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2019-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,518.13,453,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2019-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,538.19,344,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2019-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,518.13,451,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2019-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,518.13,339,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2020-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,498.01,464,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2020-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,511.97,290,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2020-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,472.4,482,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2020-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,466.43,391,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2021-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,449.07,530,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2021-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,450.0,393,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2021-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,434.56,470,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2021-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,466.43,435,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2022-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,466.43,549,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2022-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,465.07,414,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2022-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,465.81,501,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2022-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,490.71,471,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2023-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,496.81,577,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2023-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,489.2,421,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2023-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,494.96,525,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2023-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,508.6,473,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2024-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,520.52,598,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2024-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,536.4,468,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2024-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,536.4,536,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2024-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,539.49,491,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2025-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,570.82,614,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2025-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,565.85,474,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2025-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,577.8,578,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2025-10-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,575.43,492,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2026-01-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,600.88,564,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2026-04-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,585.88,422,higher,[],2026-09-08,dlx-aggregates-2
community:276:quarter:2026-07-01:median_rent_per_sqft:all:all,community,276,Al Bada,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,582.3,388,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2019-01-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,626.07,1380,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2019-04-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,627.88,1329,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2019-07-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,619.58,1353,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2019-10-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,593.32,1306,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2020-01-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,583.06,1399,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2020-04-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,581.27,1205,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2020-07-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,575.54,1277,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2020-10-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,538.21,1157,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2021-01-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,523.81,1319,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2021-04-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,519.83,1069,higher,[],2026-09-08,dlx-aggregates-2
community:278:quarter:2021-07-01:median_rent_per_sqft:all:all,community,278,Mankhool,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,513.85,1232,higher,[],2026-09-08,dlx-aggregates-2
